,id,cmt,giá,dịch_vụ,ship,hiệu_năng,chính_hãng,cấu_hình,phụ_kiện,other,mẫu_mã
727,18019,hơi lag oke,0,0,0,0,0,0,0,1,0
732,18014,màn thay pin ảo tạm chấp_nhận,0,0,0,0,0,0,0,1,0
735,18011,"shop hổ trợ unlock , cài_đặt rom tiếng việt 7 tận_tình , ( coi youtube , , biến thành cục gạch lắm mua xaomi xách shop tận_hưởng hậu_mãi tận đáo . hài",0,0,0,0,0,0,0,1,0
740,18006,"mua hộ gửi mất , đăng video unbox 5p không tải , minh khen oke nha",0,0,0,0,0,0,0,1,0
745,18001,sản_phẩm tốt love,0,0,0,0,0,0,0,1,0
748,17998,"máy ban_đầu ổn , pin tuột hơi chấp_nhận đc , shop tặng bao da_màu đỏ tươi nổi 😂 , 5 * . ủng_hộ shop tiếp",0,0,0,0,0,-1,1,0,0
750,17996,"giá_thành poco x3 hot mua . cực_kì kĩ dám mua , mong bền độ nhạy đều_đặn như . tiện_ích trải nghiệm",0,0,0,0,0,0,0,1,0
751,17995,"shop nhiệt_tình nha máy giá tiền oke , máy đứng shop gửi đổi bảo_hành máy chạy bình_thường không đổi , máy lỗi gửi bảo tư_vấn nhiệt_tình shop",1,1,0,0,0,0,0,0,0
753,17993,"đẹp cảm_ứng hơi đơ , không nhạy , bấm không , phản_hồi không",0,0,0,0,0,-1,0,0,1
755,17991,"sản_phẩm đúng như shop quảng_cáo chất_lượng tốt , giá_cả hợp_lý , sản_phẩm hoàn_thiện , chế_độ bảo_hành rõ_ràng , an_tâm sản_phẩm shop",1,1,0,0,0,0,0,0,0
756,17847,hàng tốt shop 👍,0,0,0,0,0,0,0,1,0
757,17846,máy đẹp . tốt .,0,0,0,0,0,0,0,0,1
760,17843,3 mua shop = ) yêu xinh xịn xò,0,0,0,0,0,0,0,1,0
761,17842,"mua 3 , oke , hôm sale 2tr1 hehe . ngàn",0,0,0,0,0,0,0,1,0
765,17838,hàng ngon bổ rẻ,1,0,0,0,0,0,0,0,0
769,17834,"bàn_phím tốt , máy như laptop",0,0,0,0,0,0,0,1,0
771,17832,shop giao hàng chất_lượng,0,0,0,0,0,0,0,1,0
775,17828,"máy_đẹp nam máy to dày . hy_vọng bền . 1đ trừ , máy tụt pin hơi thất_vọng mê pin dung_lượng . tụt như ko . chúc shop buôn may đắt sale nhìu không",0,0,0,0,0,-1,0,0,1
780,17823,"tuyệt , bao gia cực . mày pin trâu 2 tuần sạc một . đọc 2h . shop !",0,0,0,0,0,1,0,0,0
781,17822,"thiên_về giải_trí , game nhẹ kiểu f liên_quân tạm . màn_hình nét , loa to , pin dung_lượng sạc hơi . bao da tặng kèm ổn",0,0,0,0,0,1,1,0,0
782,17821,ngận mướt mong_đợi .,0,0,0,0,0,0,0,0,1
783,17820,"máy ổn đẹp , không áp .",0,0,0,0,0,0,0,0,1
785,17818,shop tâm . chất_lượng sản_phẩm tuyệt_vời . tiền . dịp ủng_hộ shop . tks,1,1,0,0,0,0,0,0,0
787,17816,( ảnh tính_chất xu ) sản_phẩm chất_lượng giá rẻ . shop hướng_dẫn chu_đáo . không chỗ nhắn_tin tầm 30p shop trả_lời liền . mua shop 3 . cực_kì uy_tín nha,1,1,0,0,0,0,0,0,0
788,17815,hình_ảnh tính_chất không minh_hoạ đt tốt _ tầm giá 3tr như mày oke r 😍,0,0,0,0,0,0,0,1,0
793,17810,"hàng ổn , hợp_tác lâu_dài 👌",0,0,0,0,0,0,0,1,0
798,17805,chất_lượng tốt 5 đúng hình rẻ,0,0,0,0,0,0,0,1,0
799,17804,mua xong 1 không,0,0,0,0,0,0,0,1,0
800,17803,"tuần đầu ổn không hôm_nay hư loa , thất_vọng !",0,0,0,0,0,-1,0,0,0
801,17802,"shop giao hàng chuẩn , máy đẹp , hoàn_thiện chi_tiết , cấu_hình mạnh_mẽ , màn_hình cảm_ứng nhạy màu_sắc rực_rỡ , shop uy_tín nhiệt_tình khách_hàng , chế_độ bảo_hành rõ_ràng yên_tâm sản_phẩm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,0,0,0,1,0,0,1
806,17797,máy oke,0,0,0,0,0,0,0,0,1
809,17794,sản_phẩm chưa lỗi k ? ok.,0,0,0,0,0,0,0,1,0
811,18238,"máy ful box đầy_đủ phụ_kiện như shop mô_tả , chất_lượng máy đúng như quảng_cáo , , shop phục_vụ ân_cần vui_vẻ tâm khách_hàng , giá_cả hợp_lý , giới_thiệu shop người_thân bạn_bè ủng_hộ shop shop 5 .",1,1,0,0,0,0,1,0,0
822,18227,"tks shop sản_phẩm ngon bổ rẻ shop tặng kèm cục sạc 1,5 ampe tks shop tâm",1,1,0,0,0,0,1,0,0
823,18226,"shop nhiệt_tình , máy ổn , pin 79 % shop hứa pin 5 không ? đợi shop",0,1,0,0,0,0,0,0,0
824,18225,hàng oke chất_lượng chờ time hy_vọng bền,0,0,0,0,0,0,0,1,0
825,18224,trải nghiệm 3 oke lắm shop nhiệt_tình lắm,0,1,0,0,0,0,0,0,0
828,18221,"giao hàng nhanh_chóng đóng_gói cẩn_thận , bền không",0,0,1,0,0,0,0,0,0
830,18219,hàng hơi cũ : (,0,0,0,0,0,0,0,0,-1
831,18218,giao không đúng màu . đóng_gói cẩn_thận . giao hàng . chất_lượng ok .,0,-1,1,0,0,0,0,0,0
834,18215,mua 2 shop chất_lượng sản_phẩm oke dc tặng cường_lực,0,0,0,0,0,0,0,1,0
837,18212,hàng chất_lượng tốt nha_shop,0,0,0,0,0,0,0,1,0
838,18211,hàng ok lắm . thank kíu shop,0,0,0,0,0,0,0,1,0
839,18210,shop đóng hàng tâm sản_phẩm oki giá hình_thức đẹp 97 %,0,0,1,0,0,0,0,0,1
841,18208,"sản_phẩm nguyên niêm_phong niêm_phong ẩm kiểu như thấm vỏ hộp . màn niêm_phong mỏng như màn bọc thực_phẩm không hàng đúng chất_lượng k . nhân_viên shop cực_kỳ hách_dịch kiểu không , kiểu như_không chợ đông . ghét hàng kiểu như shop . k",0,-1,0,0,0,0,0,0,0
842,18207,chất_lượng giá tiền,0,0,0,0,0,0,0,1,0
843,17792,hàng tốt . giúp_đỡ cài rom tiếng việt nhiệt_tình < 3,0,0,0,0,0,0,0,1,0
845,17790,"máy mặt lưng ngon nghẻ , đẹp không tì_vết . màn một vết trầy lõm không lớn . dán màn như không . ngoại_hình đẹp . phụ kiên shop oke : v . mua 2 đương_nhiên ưng đầu .",0,0,0,0,0,0,1,0,1
846,17789,hàng tốt giá hợp_lý . nhân_viên nhiệt_tình phản_hồi phẩm tặng kèm 2 kính cường_lực hi . vui mua sản_phẩm ưng_ý shop : ),1,1,0,0,0,0,1,0,0
850,17785,"không kèm ốp que chọc sim cứng móp ít , tróc sơn vừa_phải tai_nghe không , gâm máy báo không shop giao sai màu máy mất áp_suất , mua xong shop 40k hơi buồn",0,-1,0,0,0,0,-1,0,-1
852,17783,sản_phẩm tốt . tốt không . 1 ứng_dụng rác,0,0,0,0,0,0,0,1,0
856,17779,test ưng . thử . đầu mua máy online ưng,0,0,0,0,0,0,0,1,0
857,17778,đợi chất_lượng máy giao oke,0,0,0,0,0,0,0,1,0
860,17775,giá tiền .,1,0,0,0,0,0,0,0,0
861,17774,"màu vàng shop màu hồng . điện_thoại trầy , hơi buồn xí",0,0,-1,0,0,0,0,0,-1
864,17771,hài_lòng sản_phẩm 😃,0,0,0,0,0,0,0,1,0
865,17770,"không chê , ngon tầm giá , hội_tụ đủ yếu_tố",1,0,0,0,0,0,0,0,0
866,17769,máy oke,0,0,0,0,0,0,0,1,0
870,17765,"giao hàng , chất_lượng sản_phẩm tốt , hy_vọng bền tốt",0,0,1,0,0,0,0,0,0
871,17764,sản_phẩm y tội không sạc : (,0,0,0,0,0,0,-1,0,0
874,17761,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
876,17759,máy đẹp . shop,0,0,0,0,0,0,0,0,1
877,17758,shop giao hàng sóc khách_hàng nhiệt_lượng sản_phẩm bước_đầu hài_lòng .,0,1,1,0,0,0,0,0,0
880,17755,2 ủng_hộ shop . mong máy không lỗi ủng_hộ shop mấy không,0,0,0,0,0,0,0,1,0
888,17747,"sản_phẩm ok , mô_tả , giao hàng tương_đối , mua 2 , đầu mua tặng , chưa kịp xài .",0,0,1,0,0,0,0,0,0
889,17746,máy oke,0,0,0,0,0,0,0,1,0
892,17743,tốt . mỗi_tội bảo gửi màu trắng thành màu đen,0,0,0,0,0,0,0,0,-1
893,17742,"giao hàng , điện_thoại tốt , chế_độ màn_hình to",0,0,1,0,0,1,0,0,0
894,17741,"vui , shop giao hàng đẹp , chất_lượng tốt , giá hợp_lý , máy hoạt_động ổn_định , pin chức_năng cơ_bản , như nghe gọi , chụp hình đẹp , lướt web mượt cảm_ứng nhạy , hoàn_thiện , đồng_tiền , shop làm_ăn uy_tín giao hàng đúng hẹn , sản_phẩm đúng",1,1,0,0,0,1,0,0,1
895,17740,"shop phong_cách phục_vụ chuyên_nghiệp , tận_tâm khách_hàng , giới_thiệu anh_em bạn_bè ủng_hộ shop , , duyệt 5",0,1,0,0,0,0,0,0,0
899,17736,"ok , tím mộng_mơ , shop ủng_hộ",0,0,0,0,0,0,0,0,1
900,17735,máy cấn 4 góc không máy 90 % mua 6 ủng_hộ shop,0,0,0,0,0,0,0,0,-1
901,17734,"giao hàng , máy đẹp , ưng chưa check pin",0,0,1,0,0,0,0,0,1
907,17728,pin chán lắp 2 sim sóng kém tiền đấy,0,0,0,0,0,-1,0,0,0
908,17727,sản_phẩm oke,0,0,0,0,0,0,0,1,0
912,17723,"hàng , chưa test thử máy . test xong phản_hồi .",0,0,0,0,0,0,0,1,0
914,17721,máy ! ko trầy_xước ! màn_hình một vệt trắng ! ok ! máy !,0,0,0,0,0,-1,0,0,1
918,17717,máy như 99 % . phụ_kiện hơi kém cải_thiện .,0,0,0,0,0,0,-1,0,1
919,17716,sản_phẩm tốt mong_đợi giao hàng pin hơi kém,0,0,1,0,0,-1,0,0,0
921,17714,ổn giao đóng_gói cận thận,0,0,1,0,0,0,0,0,0
922,17713,tốt shop,0,0,0,0,0,0,0,1,0
923,17712,chất_lượng pin dở_tệ * antutu đo 99 % ?,0,0,0,0,0,-1,0,0,0
925,17710,đủ số_lượng sản_phẩm đúng mô_tả giao hàng nhanh_chóng . pin tuột hơi 2 không,0,0,1,0,0,-1,0,0,0
929,17706,hàng oke shop,0,0,0,0,0,0,0,1,0
932,17703,"máy , giao hàng hơi máy sạc không pin shop ib không nhiệt_tình : ( lừa r",0,-1,-1,0,0,-1,0,0,0
933,17702,"mua shop chưa không hài_lòng , ok , hàng ổn giá . giao hàng , gói hàng cẩn_thận .",1,0,1,0,0,0,0,0,0
934,17701,64g không 128g như giới_thiệu,0,-1,0,0,0,0,0,0,0
935,17700,"1 chút vết xước điện_thoại 100 % y_như ❤ chủ shop tư_vấn nhiệt_tình , điện_thoại xịn mng mua nha",0,1,0,0,0,0,0,0,1
936,17699,chưa chưa .,0,0,0,0,0,0,0,1,0
938,17697,"shop tư_vấn nhiệt_tình , vote 6 nhá",0,1,0,0,0,0,0,0,0
939,17696,"mua đợt sale lớn 09.9 shopee , áp_dụng mã ship bla bla tổng_còn 2tr6 , giá hời một máy_tính bảng samsung nhu_cầu cơ_bản hốt deal ngon ❤",1,0,0,0,0,0,0,0,0
941,17694,"shop không tặng cường_lực , không tặng ốp lưng",0,0,0,0,0,0,-1,0,0
944,17691,"máy đẹp . chức_năng hoạt_động tốt . máy tầm 99 % , phụ_kiện đầy_đủ . giao hàng . máy đúng như quảng_cáo . nhân_viên nhiệt_tình . shop chu_đáo thân_thiện . hài_lòng . tặng shop 5 . chúc shop phát_đạt .",0,1,1,0,0,0,1,0,1
945,17690,điện_thoại trầy_xước không 100 % .,0,0,0,0,0,0,0,0,-1
946,17689,"điện_thoại siêu í híc , hình_như máy cũ",0,0,0,0,0,0,0,0,-1
952,17683,"máy phiên_bản nhật docomo , hàng cũ hình_thức 90 trừ 95 % . mấy ổn chưa lỗi .",0,0,0,0,0,0,0,1,0
954,17681,4 *,0,0,0,0,0,0,0,1,0
955,17680,. sp tuyệt_vời 🙌 . chúc_shop . mãi tin_tưởng khách_hàng . shop,0,0,0,0,0,0,0,1,0
958,17677,sản_phẩm hài_lòng sản_phẩm vận_chuyển hơi 1 tuần hàng trải nghiệm đánh gia,0,0,-1,0,0,0,0,0,0
961,17674,đẹp shop ! giao hàng siêu chiều_hôm 9h hôm . mua 5 máy shop 🥰 . 10 * vote 10 *,0,0,1,0,0,0,0,0,1
966,17669,"hàng , mấy ok , đợi shop hướng_dẫn chỉnh tiếng việt",0,0,0,0,0,0,0,1,0
967,17668,"shop giao hàng , hôm hôm , chất_lượng 1 , ổn ủng_hộ",0,0,1,0,0,0,0,0,0
968,17667,sản_phẩm oke,0,0,0,0,0,0,0,1,0
969,17666,hàng tốt chưa như,0,0,0,0,0,0,0,1,0
972,17663,ok tuyệt_vời,0,0,0,0,0,0,0,1,0
973,17662,chất_lượng sản_phẩm tốt máy đẹp loa to màn_hình hơi đơ,0,0,0,0,0,-1,0,1,0
977,17658,"máy_đẹp , giá sale tốt , gọi zalo hơi rè , pin , kích_hoạt bảo_hành 2 2 mã không mã",1,0,0,0,0,1,0,0,1
978,17657,"máy đẹp , hình_thức sang_trọng , chức_năng hoàn_thiện , test sản_phẩm không lỗi , đồng_tiền bát gạo , shop uy_tín giao hàng đúng như quảng_cáo , nhân_viên shop nhiệt_tình , vui_vẻ tâm khách_hàng , chế_độ hậu_mãi rõ_ràng an_tâm sản_phẩm shop",1,1,0,0,0,0,0,0,1
984,17651,đon hàng màu đen giao màu hồng,0,-1,0,0,0,0,0,0,0
987,17648,mua 2 r ngon như 1 . shop chúc shop đắt hàng,0,0,0,0,0,0,0,1,0
988,17647,máy oke,0,0,0,0,0,0,0,1,0
989,17646,"máy , pin cầm",0,0,0,0,0,0,0,0,1
990,17645,"đẹp , shop , sản_phẩm_chất_lượng đúng như quảng_cáo , chức_năng cơ_bản ổn_định , màn_hình đẹp cảm_ứng nhạy , lướt êm_ái , cấu_hình mạnh_mẽ , đồng_tiền , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,0,0,0,0,1,0,0,1
991,17644,ipad màn_hình bật chế_độ đêm màn vàng 1 nửa kĩ trắng bình_thường không bảo shop pin tốt máy cũ không đòi_hỏi shop tư_vấn nhiệt_tình mong ủng_hộ tiêp,0,1,0,0,0,-1,0,0,0
992,17643,shop uy_tín,0,1,0,0,0,0,0,0,0
993,17642,sản_phẩm ok . pin cầm . tiết không tải google hơi buồn,0,0,0,0,0,0,0,1,0
997,17638,mua,0,0,0,0,0,0,0,1,0
998,17637,"sản_phẩm nguyên đai nguyên kiện ae , giá 3tr như ok . 1 tg . sản_phẩm tốt ae .",1,0,0,0,0,0,1,0,0
999,17636,sản_phẩm oke giá,1,0,0,0,0,0,0,0,0
1001,17634,cao_tuổi tốt,0,0,0,0,0,0,0,1,0
1002,17633,"giao hàng , mua màu xanh màu bạc ? . sp vỏ tương_đối , pin 80 % . mic rè hơi bé . goi shop 3 không bắt máy . 4 .",0,-1,1,0,0,-1,0,0,0
1004,17342,sp oke . . . .,0,0,0,0,0,0,0,1,0
1008,17338,hàng ổn_áp không có_lý_do thắc_mắc . đi thăm đồng 4 cuộc_gọi nhỡ ship shoppe quy_định không hàng không chủ shop hàng không shop uy_tín . hàng sách nguyên hộp,0,1,1,0,0,0,0,0,0
1009,17337,"tốtt , shop oke",0,0,0,0,0,0,0,1,0
1010,17336,"hàng . vỏ đẹp . hoàn_thiện 99 % . máy tốt , kiểm_tra . hộp box đầy_đủ . cám_ơn shop . món quà tặng tuyệt_vời . ủng_hộ shop tiếp .",0,0,1,0,0,0,0,0,1
1011,17335,"máy đẹp , cấu_hình mạnh chất_lượng oke shop uy_tín giao hàng đúng hẹn , hài_lòng lắm , ủng_hộ shop .",0,1,1,0,0,1,0,0,1
1012,17334,đóng_gói cẩn_thận shop tư_vấn nhiệt_tình,0,1,1,0,0,0,0,0,0
1015,17331,"giao hàng , mua hộ không ảnh shop , đăng tạm ảnh khích_lệ , t2 mua shop , tin_tưởng an_tâm , nhắn kích_hoạt bảo_hành samsung",0,0,1,0,0,0,0,0,0
1016,17330,"hàng đóng_gói kỹ_càng , chất_lượng sản_phẩm tuyệt_vời , đúng 😍",0,0,1,0,0,0,0,0,0
1017,17329,sản_phẩm đẹp_đẽ test kỹ mua shop 2 xài oke quyết_tâm ủng_hộ giới_thiệu bạn_bè sản_phẩm_chất_lượng 👌,0,0,0,0,0,0,0,0,1
1018,17328,đẹp 1 tình,0,0,0,0,0,0,0,0,1
1019,17327,shop tư_vấn nhiệt_tình ❤ ️,0,1,0,0,0,0,0,0,0
1021,17325,máy hơi lag mong_đợi,0,0,0,-1,0,0,0,0,0
1023,17323,best tầm giá,1,0,0,0,0,0,0,0,0
1025,17321,"máy_rẻ oke . bọc gói cẩn_thận , bộ_phận . mua thử sim lắp 2 sim máy hiện sim 2 nha . cực ưng_ý sản_phẩm",1,0,1,0,0,0,0,0,0
1028,17318,shop uy_tín chất_lượng,0,1,0,0,0,0,0,0,0
1029,17317,"shop uy_tín nhiệt_tình , máy đẹp",0,1,0,0,0,0,0,0,1
1030,17316,"điện_thoại 1 kiểu , sạc giao 1 kiểu . mua sạc gửi hàng vận_chuyển chậm điện_thoại pin sập sạc 3 màn_hình không . thử sạc , chưa",0,-1,-1,0,0,-1,-1,0,0
1031,17315,không tai_nghe giá_thành ổn mua 3 mẫu ổn mua giao hàng cực,1,0,1,0,0,0,-1,0,0
1032,17314,sản_phẩm kg lập tai khoan máy,0,0,0,0,0,0,0,1,0
1036,17310,sản_phẩm ổn . màn hơi chờ unlock up rom,0,0,0,0,0,0,0,0,-1
1037,17309,tốt,0,0,0,0,0,0,0,1,0
1038,17308,máy đẹp lắm,0,0,0,0,0,0,0,0,1
1039,17307,hài_lòng sản_phẩm shop tư_vấn nhiệt_tình .,0,1,0,0,0,0,0,0,0
1040,17306,mua loa rè chết,0,0,0,0,0,-1,0,0,0
1043,17303,máy đẹp tốt tầm giá,1,0,0,0,0,0,0,0,1
1044,17302,"dán lệch niêm_phong chống xước ốp cứng như gạch . đánh_vật nhét độ hiển_thị yếu . redmi n9p đúng kiểu 1 sơmi trắng , 1 trắng_ngà loa như_không nghe . to nghe phê lướt gg : đôi_khi vàng màn_hình ( ng ) màn_hình 120hz : .",0,0,0,-1,0,-1,-1,0,0
1045,17301,hàng tốt ổn máy đẹp shop chu_đáo tận_tình sạc 1 chút làm_phiền shop shop bực_mình,0,1,0,0,0,0,0,0,1
1047,17299,"máy đẹp , cảm_ứng nhạy chỗ không nhạy lắm , bấm hoài , shop gói hàng siêu kĩ , máy đẹp , , pin okela ❤ ️ ❤ ️ ❤ ️ quà tặng đầy_đủ ❤ ️ ❤ ️ ❤ ️",0,0,1,0,0,-1,0,0,1
1048,17298,"giao hàng , shop nhiệt_tình , cài_đặt tiếng việt không , tạm 5 .",0,1,1,0,0,0,0,0,0
1049,17297,không game pin trâu . xài ổn tầm giá 5tr,1,0,0,0,0,1,0,0,0
1051,17295,mua máy 99 % pin 89 % hơi thất_vọng,0,0,0,0,0,-1,0,0,0
1052,17294,"tốt , mua redmi note 5 , redmi note 7 , redmi note 8 . giao hàng , đóng_gói kỹ",0,0,1,0,0,0,0,0,0
1053,17293,"giao hàng , máy tốt . sale giá_thành hợp_lý",1,0,1,0,0,0,0,0,0
1054,17292,"hình_thức đẹp ful box ! 64 gb màn_hình đẹp , cấu_hình ổn , cam đẹp tốt tầm giá ! hy_vọng ổn_định !",0,0,0,0,0,1,0,0,1
1055,17291,"sản_phẩm oke tầm giá , tuyệt_vời vote 5 . . , .",1,0,0,0,0,0,0,0,0
1056,17290,chất_lượng,0,0,0,0,0,0,0,1,0
1057,17289,"máy tốt , chất_lượng đúng như quảng_cáo , shop nhiệt_tình tu vấn chuyên_nghiệp , hài_lòng sản_phẩm phong_cách phục_vụ shop ,",0,1,0,0,0,0,0,0,0
1059,17990,sản_phẩm tốt tin_tưởng đóng_gói cẩn_thận đảm_bảo,0,0,0,0,0,0,0,1,0
1061,17988,màn_hình nhiễu phím nút gọi chai,0,0,0,0,0,0,0,1,0
1065,17984,"máy_đẹp , lỗi ( rom ) sạc hơi @",0,0,0,0,0,-1,0,0,1
1067,17982,mua máy đầu trang thương_mại điện_tử hơi lo 😁 . máy ngon ful box . 😁 ủng_hộ mua 😁,0,0,0,0,0,0,0,1,0
1068,17981,máy_lượng đóng_gói cẩn tặng kèm cl,0,0,1,0,0,0,1,0,0
1069,17980,mua flash sale giá rẻ cộng voucher 130k cộng hoàn 10k shope xu,1,0,0,0,0,0,0,0,0
1071,17978,"máy đẹp , cấu_hình mạnh chất_lượng oke shop uy_tín giao hàng đúng hẹn , hài_lòng lắm , ủng_hộ shop .",0,0,1,0,0,1,0,0,1
1073,17976,đóng_gói giao hàng . sản_phẩm chờ trả_lời chất_lượng .,0,0,1,0,0,0,0,0,0
1074,17975,"ưng_ý . hàng used vết xước không ảnh_hưởng lắm đọc . hôm_qua ổn , không . giao hàng",0,0,1,0,0,0,0,0,-1
1075,17974,tạm ổn . chất_lượng chờ,0,0,0,0,0,0,0,1,0
1076,17973,mua note 4x màu đen giao note 4 màu trắng . kêu shop bù 50k làm_lơ . mua shop kêu hàng máy,0,-1,0,0,0,0,0,0,0
1078,17971,"có_giá chất_lượng phục_vụ tốt , đăng nhẹ đơn hàng động_lực",1,1,0,0,0,0,0,0,0
1081,17968,mua đi gất dể thương,0,0,0,0,0,0,0,1,0
1082,17967,hàng oke máy đẹp,0,0,0,0,0,0,0,0,1
1083,17966,"sản_phẩm tốt , 1 khe thẻ_nhớ không thẻ_nhớ , bắt wifi tầm giá 1tr4 oke",0,0,0,0,0,-1,0,0,0
1084,17965,"máy trầy , hư 1 loa , phím vân không nhạy ( cày vân xong khoá không ) chưa lắp sim cãm ban_đầu ổn , trừ loa hư 1 rè , mua lưng xấu kính đẹp",0,0,0,0,0,-1,0,0,-1
1085,17964,"tuyệt , chất_lượng tốt , đúng như shop quảng_bá , hoàn_thiện chi_tiết , shop uy_tín , giao hàng đúng hẹn sản_phẩm đẹp không chê , hài_lòng lắm , giới_thiệu bạn_bè người_thân ủng_hộ shop ,",0,1,1,0,0,0,0,0,1
1088,17961,máy đẹp lắm . giao now . không chê . bao da nhắn_tin shop . mẫu xinh lắm,0,0,0,0,0,0,1,0,1
1089,17960,shop uy_tín lắm nha giao hàng thân_thiện_cảm_ơn shop,0,1,1,0,0,0,0,0,0
1092,17957,"máy tốt , đều ưng_ý",0,0,0,0,0,0,0,1,0
1094,17955,máy ưng_ý,0,0,0,0,0,0,0,1,0
1096,17953,"máy to đẹp tốt , pin cầm lắm , lắp sim mạng tiếc không nghe gọi video cal zalo fb tuyệt , máy đẹp như",0,0,0,0,0,0,0,0,1
1098,17951,máy như 99 % ^ ad nhầm máy đẹp siêu ngon nạ !,0,0,0,0,0,0,0,0,1
1099,17950,"mua shop 10 , máy trầy_xước hình_thức 90 % pin tốt , áp_suất , màn_hình đẹp sony không_thể chê . ổn tầm giá",0,0,0,0,0,1,0,0,-1
1100,17949,"sản_phẩm_chất_lượng , đóng_gói cẩn_thận chất_lượng loa nghe không , came chụp xoá phông không tốt giá tiền ok . đc cửa_hàng tiện bảo_hành",0,0,1,0,0,-1,0,0,0
1106,17943,"máy ổn đẹp , pin trâu , loa âm_thanh tốt , to , phim nghe nhạc , shop cài sẵn chrome youtube chạy tốt",0,0,0,0,0,1,0,0,1
1107,17942,giao hàng tốt shop,0,0,1,0,0,0,0,0,0
1108,17941,đẹp lắm shop chúc shop mua may đắt,0,0,0,0,0,0,0,0,1
1110,17939,shop kích_hoạt bảo_hành giùm,0,0,0,0,0,0,0,1,0
1116,17933,ưng bụng shop gê . shop hàng dễ_thương lắm lun . tui tui dắt họ_hàng bà_con cô_bác mua ủng_hộ shop dài_dài nè,0,0,0,0,0,0,0,1,0
1118,17931,điện_thoại không khởi_động giao hàng không hợp_tác nhắn_tin shop không phản_hồi : (,0,-1,-1,-1,0,0,0,0,0
1120,17929,3 máy ổn_định . chất_lượng tốt .,0,0,0,0,0,0,0,1,0
1126,17923,"shop uy_tín giao hàng đúng hẹn sản_phẩm_chất_lượng tốt giá_cả hợp_lý , chế_độ bảo_hành rõ_ràng hài_lòng vừa_ý , 5 .",1,1,1,0,0,0,0,0,0
1127,17922,"tuyệt . sản_phẩm đẹp_mắt . đẹp hình chụp . camera chụp ảnh không chỗ chê , game tốt . hài_lòng . nhân_viên shop nhiệt_tình , dễ_thương thân_thiện . tốt không lỗi . chưa mua ý_định mua",0,1,0,0,0,1,0,0,1
1133,17916,"máy đẹp không trầy_xước , chạy ok . hài_lòng . mua mạng như ok . chút thắc_mắc shop nhiệt_tình . hài_lòng . mua shop giảm_giá",0,1,0,0,0,0,0,0,1
